kodeKELURAHAN,kodeKECAMATAN,namaKELURAHAN,aktifYN
1101010001,1101010,LATIUNG,TRUE
1101010002,1101010,LABUHAN BAJAU,TRUE
1101010003,1101010,SUAK LAMATAN,TRUE
1101010004,1101010,ANA AO,TRUE
1101010005,1101010,LATALING,TRUE
1101010006,1101010,PULAU BENGKALAK,TRUE
1101010007,1101010,BADEGONG,TRUE
1101010008,1101010,KEBUN BARU,TRUE
1101010009,1101010,ULUL MAYANG,TRUE
1101010010,1101010,PASIR TINGGI,TRUE
1101010011,1101010,LABUHAN JAYA,TRUE
1101010012,1101010,LABUHAN BAKTI,TRUE
1101010013,1101010,BATU RALANG,TRUE
1101010014,1101010,ALUS ALUS,TRUE
1101010015,1101010,SEUNEUBOK,TRUE
1101010016,1101010,BLANG SEBEL,TRUE
1101010017,1101010,TRANS BARU,TRUE
1101010018,1101010,TRANS MERANTI,TRUE
1101010019,1101010,TRANS JERNGE,TRUE
1101020022,1101020,AIR PINANG,TRUE
1101020023,1101020,KUALA MAKMUR,TRUE
1101020024,1101020,GANTING,TRUE
1101020025,1101020,LINGGI,TRUE
1101020026,1101020,LUGU,TRUE
1101020027,1101020,SINABANG,TRUE
1101020028,1101020,SUKA MAJU,TRUE
1101020029,1101020,SUKA KARYA,TRUE
1101020030,1101020,SUKA JAYA,TRUE
1101020031,1101020,AIR DINGIN,TRUE
1101020032,1101020,KOTA BATU,TRUE
1101020035,1101020,SUAK BULUH,TRUE
1101020036,1101020,UJUNG TINGGI,TRUE
1101020037,1101020,PULAU SIUMAT,TRUE
1101020038,1101020,SEFOYAN,TRUE
1101020039,1101020,AMAITENG MULIA,TRUE
1101020040,1101020,AMERIA BAHAGIA,TRUE
1101021001,1101021,SITAL,TRUE
1101021002,1101021,LEUBANG,TRUE
1101021003,1101021,LEUBANG HULU,TRUE
1101021004,1101021,AWE SEUBAL,TRUE
1101021005,1101021,LANTIK,TRUE
1101021006,1101021,AWE KECIL,TRUE
1101021007,1101021,SALUR,TRUE
1101021008,1101021,SALUR LATUN,TRUE
1101021009,1101021,SALUR LASENGALU,TRUE
1101021010,1101021,NANCALA,TRUE
1101021011,1101021,MAUDIL,TRUE
1101021012,1101021,INOR,TRUE
1101021013,1101021,NAIBOS,TRUE
1101021014,1101021,LAAYON,TRUE
1101021015,1101021,ANGKEO,TRUE
1101021016,1101021,BUNON,TRUE
1101021017,1101021,SILENGAS,TRUE
1101021018,1101021,PULAU TEUPAH,TRUE
1101022001,1101022,KAHAT,TRUE
1101022002,1101022,BUSUNG INDAH,TRUE
1101022003,1101022,NANCAWA,TRUE
1101022004,1101022,LABUAH,TRUE
1101022005,1101022,ABAIL,TRUE
1101022006,1101022,SIMPANG ABAIL,TRUE
1101022007,1101022,LANTING,TRUE
1101022008,1101022,LASIKIN,TRUE
1101022009,1101022,MATANURUNG,TRUE
1101022010,1101022,SUA SUA,TRUE
1101022011,1101022,BATU BATU,TRUE
1101022012,1101022,SITUBUK,TRUE
1101030001,1101030,DIHIT,TRUE
1101030002,1101030,LAUKE,TRUE
1101030003,1101030,LAMBAYA,TRUE
1101030004,1101030,LAKUBANG,TRUE
1101030005,1101030,KAMPUNG AIE,TRUE
1101030006,1101030,LAUREE,TRUE
1101030007,1101030,LATITIK,TRUE
1101030008,1101030,LAMAYANG,TRUE
1101030009,1101030,WEL WEL,TRUE
1101030020,1101030,SITUFA JAYA,TRUE
1101030021,1101030,PUTRA JAYA,TRUE
1101030022,1101030,LUAN SORIP,TRUE
1101030023,1101030,SUAK BARU,TRUE
1101030024,1101030,SEBBE,TRUE
1101030025,1101030,KUTA BARU,TRUE
1101030026,1101030,WEL LANGKOM,TRUE
1101031001,1101031,KUALA BAKTI,TRUE
1101031002,1101031,LUGU SEBAHAK,TRUE
1101031003,1101031,GUNUNG PUTIH,TRUE
1101031004,1101031,BABUSSALAM,TRUE
1101031005,1101031,MUARA AMAN,TRUE
1101031006,1101031,LUAN BALU,TRUE
1101031007,1101031,SAMBAI,TRUE
1101031008,1101031,KUALA BARU,TRUE
1101031009,1101031,TANJUNG RAYA,TRUE
1101031010,1101031,BULU HADIK,TRUE
1101032001,1101032,BUBUHAN,TRUE
1101032002,1101032,AMARABU,TRUE
1101032003,1101032,KUTA INANG,TRUE
1101032004,1101032,KUTA PADANG,TRUE
1101032005,1101032,LATAK AYAH,TRUE
1101032006,1101032,SIBULUH,TRUE
1101032007,1101032,BORENGAN,TRUE
1101032008,1101032,UJUNG PADANG,TRUE
1101040001,1101040,UJUNG SALANG,TRUE
1101040002,1101040,PADANG UNOI,TRUE
1101040003,1101040,MEUNAFA,TRUE
1101040004,1101040,NASREUHE,TRUE
1101040005,1101040,ALONG,TRUE
1101040006,1101040,PANTON LAWE,TRUE
1101040007,1101040,MUTIARA,TRUE
1101040008,1101040,KARYA BAKTI,TRUE
1101040009,1101040,TAMON JAYA,TRUE
1101040010,1101040,JAYA BARU,TRUE
1101040011,1101040,TAMENG,TRUE
1101040012,1101040,LALLA BAHAGIA,TRUE
1101040013,1101040,SUAK MANANG,TRUE
1101040014,1101040,BUNGA,TRUE
1101040015,1101040,GANANG PUSAKO,TRUE
1101040016,1101040,KENANGAN JAYA,TRUE
1101050007,1101050,SANGGIRAN,TRUE
1101050008,1101050,AMABAAN,TRUE
1101050009,1101050,MITEUM,TRUE
1101050010,1101050,MALASIN,TRUE
1101050011,1101050,LAMAMEK,TRUE
1101050012,1101050,SIGULAI,TRUE
1101050013,1101050,SEMBILAN,TRUE
1101050014,1101050,LAYABAUNG,TRUE
1101050015,1101050,LHOK MAKMUR,TRUE
1101050016,1101050,UJUNG HARAPAN,TRUE
1101050017,1101050,LHOK BIKHAO,TRUE
1101050018,1101050,BABUL MAKMUR,TRUE
1101050019,1101050,BATU RAGI,TRUE
1101050020,1101050,SINAR BAHAGIA,TRUE
1101051001,1101051,LAFAKHA,TRUE
1101051002,1101051,LHOK DALAM,TRUE
1101051003,1101051,LUBUK BAIK,TRUE
1101051004,1101051,LANGI,TRUE
1101051005,1101051,SERAFON,TRUE
1101051006,1101051,LHOK PAUH,TRUE
1101051007,1101051,LAMEREM,TRUE
1101051008,1101051,LEWAK,TRUE
1102010003,1102010,PULAU BAGUK,TRUE
1102010004,1102010,PULAU BALAI,TRUE
1102010005,1102010,TELUK NIBUNG,TRUE
1102011001,1102011,ASANTOLA,TRUE
1102011002,1102011,UJUNG SIALIT,TRUE
1102011003,1102011,HALOBAN,TRUE
1102011004,1102011,SUKA MAKMUR,TRUE
1102020003,1102020,PULO SAROK,TRUE
1102020004,1102020,PASAR SINGKIL,TRUE
1102020005,1102020,UJUNG,TRUE
1102020006,1102020,KOTA SIMBOLING,TRUE
1102020007,1102020,KILANGAN,TRUE
1102020009,1102020,TELUK AMBUN,TRUE
1102020010,1102020,RANTAU GEDANG,TRUE
1102020011,1102020,TELUK RUMBIA,TRUE
1102020012,1102020,TAKAL PASIR,TRUE
1102020013,1102020,SELOK ACEH,TRUE
1102020014,1102020,PEA BUMBUNG,TRUE
1102020015,1102020,PEMUKA,TRUE
1102020019,1102020,SUKA DAMAI,TRUE
1102020020,1102020,UJUNG BAWANG,TRUE
1102020021,1102020,SITI AMBIA,TRUE
1102020022,1102020,SUKA MAKMUR,TRUE
1102021001,1102021,GOSONG TELAGA UTARA,TRUE
1102021002,1102021,GOSONG TELAGA SELATAN,TRUE
1102021003,1102021,GOSONG TELAGA TIMUR,TRUE
1102021004,1102021,TELAGA BAKTI,TRUE
1102021005,1102021,KAMPUNG BARU,TRUE
1102021006,1102021,KETAPANG INDAH,TRUE
1102021007,1102021,GOSONG TELAGA BARAT,TRUE
1102022001,1102022,KAYU MENANG,TRUE
1102022002,1102022,KUALA BARU SUNGAI,TRUE
1102022003,1102022,KUALA BARU LAUT,TRUE
1102022004,1102022,SUKA JAYA,TRUE
1102030017,1102030,PANGI,TRUE
1102030026,1102030,TUGAN,TRUE
1102030027,1102030,CIBUBUKAN,TRUE
1102030028,1102030,KAIN GOLONG,TRUE
1102030029,1102030,SUKAREJO,TRUE
1102030030,1102030,TUH TUHAN,TRUE
1102030031,1102030,LAE GECIH,TRUE
1102030032,1102030,SIATAS,TRUE
1102030033,1102030,KUTA KERANGAN,TRUE
1102030034,1102030,LIPAT KAJANG,TRUE
1102030035,1102030,TANJUNG MAS,TRUE
1102030036,1102030,SERASAH,TRUE
1102030038,1102030,UJUNG LIMUS,TRUE
1102030039,1102030,SILATONG,TRUE
1102030040,1102030,LAE RIMAN,TRUE
1102030041,1102030,PERTABAS,TRUE
1102030042,1102030,KUTA TINGGI,TRUE
1102030043,1102030,LAE NIPE,TRUE
1102030044,1102030,PAKIRAMAN,TRUE
1102030048,1102030,LAE GAMBIR,TRUE
1102030049,1102030,KUTA BATU,TRUE
1102030050,1102030,GUHA,TRUE
1102030051,1102030,LIPAT KAJANG ATAS,TRUE
1102030052,1102030,SIDODADI,TRUE
1102030053,1102030,PANDAN SARI,TRUE
1102031001,1102031,PERTAMPAKAN,TRUE
1102031002,1102031,TANAH MERAH,TRUE
1102031003,1102031,SEBATANG,TRUE
1102031004,1102031,SEPING BARU,TRUE
1102031005,1102031,PERANGUSAN,TRUE
1102031006,1102031,GUNUNG LAGAN,TRUE
1102031007,1102031,TANAH BARA,TRUE
1102031008,1102031,SUKA MAKMUR,TRUE
1102031009,1102031,SIDOREJO,TRUE
1102031010,1102031,PANDAN SARI,TRUE
1102031011,1102031,BLOK 31,TRUE
1102031012,1102031,BLOK 18,TRUE
1102031013,1102031,SANGGABERU SILULUSAN,TRUE
1102031014,1102031,BLOK 15,TRUE
1102031015,1102031,TULAAN,TRUE
1102031016,1102031,BLOK VI BARU,TRUE
1102031017,1102031,TUNAS HARAPAN,TRUE
1102031018,1102031,LAE BUTAR,TRUE
1102031019,1102031,RIMO,TRUE
1102031020,1102031,SIANJO ANJO MERIAH,TRUE
1102031021,1102031,CINGKAM,TRUE
1102031022,1102031,BUKIT HARAPAN,TRUE
1102031023,1102031,PENJAHITAN,TRUE
1102031024,1102031,TANJUNG BETIK,TRUE
1102031025,1102031,LABUHAN KERA,TRUE
1102032001,1102032,SITUBAN MAKMUR,TRUE
1102032002,1102032,LAE BALNO,TRUE
1102032003,1102032,SIKORAN,TRUE
1102032004,1102032,NAPA GALUH,TRUE
1102032005,1102032,BISKANG,TRUE
1102032006,1102032,SITUBUH-TUBUH,TRUE
1102032007,1102032,DANAU PINANG,TRUE
1102033001,1102033,MANDUMPANG,TRUE
1102033002,1102033,ALUR LINCI,TRUE
1102033003,1102033,SIRIMO MUNGKUR,TRUE
1102033004,1102033,KERAS,TRUE
1102033005,1102033,KETANGKUHAN,TRUE
1102033006,1102033,SIOMPIN,TRUE
1102033007,1102033,BULU ARA,TRUE
1102033008,1102033,LAE BANGUN,TRUE
1102033009,1102033,BULU SEMA,TRUE
1102033010,1102033,PANGKALAN SULAMPI,TRUE
1102033011,1102033,SURO BARU,TRUE
1102033012,1102033,LAE CIKALA,TRUE
1102042001,1102042,SRI KAYU,TRUE
1102042002,1102042,PEA JAMBU,TRUE
1102042003,1102042,LAE PINANG,TRUE
1102042004,1102042,SINGKOHOR,TRUE
1102042005,1102042,MUKTI HARAPAN,TRUE
1102042006,1102042,MUKTI JAYA,TRUE
1102042007,1102042,LAE SIPOLA,TRUE
1102043001,1102043,MUARA PEA,TRUE
1102043002,1102043,SUMBER MUKTI,TRUE
1102043003,1102043,LADANG BISIK,TRUE
1102043004,1102043,SAMAR DUA,TRUE
1102043005,1102043,BUTAR,TRUE
1102043006,1102043,MUKTI LINCIR,TRUE
1102043007,1102043,LAPAHAN BUAYA,TRUE
1102043008,1102043,LENTONG,TRUE
1102043009,1102043,DANAU BUNGARA,TRUE
1102043010,1102043,SELAKAR UDANG,TRUE
1103010001,1103010,KUTA PADANG,TRUE
1103010002,1103010,RAKET,TRUE
1103010003,1103010,GAMPONG TENGAH,TRUE
1103010004,1103010,TEPIN TINGGI,TRUE
1103010005,1103010,IE MEUDAMA,TRUE
1103010009,1103010,UJONG TAN0H,TRUE
1103010010,1103010,KEUDE TRUMON,TRUE
1103010011,1103010,KUTA BARU,TRUE
1103010012,1103010,SINGLENG,TRUE
1103010013,1103010,PANTON BILI,TRUE
1103010027,1103010,UPT II PD HARAPAN,TRUE
1103010030,1103010,SEUNABOK JAYA (EX UPT V),TRUE
1103011001,1103011,TITI POBEN,TRUE
1103011002,1103011,ALUR BUJOK,TRUE
1103011003,1103011,SEUNEUBOK PUNTHO,TRUE
1103011008,1103011,PINTO RIMBA,TRUE
1103011009,1103011,KRUNG LUAS,TRUE
1103011010,1103011,JAMBO DALEM,TRUE
1103011011,1103011,KAPAI SEUSAK,TRUE
1103011012,1103011,UPT I SNB PUSAKA,TRUE
1103012001,1103012,LHOK RAYA,TRUE
1103012002,1103012,IE JEUREUNEH,TRUE
1103012003,1103012,NACA,TRUE
1103012004,1103012,COT BAYU,TRUE
1103012005,1103012,JAMBO PAPEUN,TRUE
1103012006,1103012,LADANG RIMBA,TRUE
1103012007,1103012,PULO PAYA,TRUE
1103012008,1103012,KRUENG BATEE,TRUE
1103012009,1103012,KAMPONG TEUNGOH,TRUE
1103012010,1103012,GUNONG KAPHO,TRUE
1103020001,1103020,UJUNG MANGKI,TRUE
1103020002,1103020,KEUDE BAKONGAN,TRUE
1103020003,1103020,KAMPUNG BARU,TRUE
1103020014,1103020,UJUNG PADANG,TRUE
1103020015,1103020,KMP DRIEN,TRUE
1103020023,1103020,DAHRUL IHSAN,TRUE
1103020024,1103020,PADANG BEURAHAN,TRUE
1103021002,1103021,UJUNG PULO CUT,TRUE
1103021003,1103021,UJUNG PULO RAYEUK,TRUE
1103021004,1103021,PASI SEUBADEH,TRUE
1103021005,1103021,LADANG RIMBA,TRUE
1103021006,1103021,SIMPANG,TRUE
1103021007,1103021,SAWAH TINGKEUM,TRUE
1103021008,1103021,SEULEUKAT,TRUE
1103022001,1103022,SENEUBOK ALUR BULAH,TRUE
1103022002,1103022,ALURDUAMAS,TRUE
1103022003,1103022,JAMBO KEUPOK,TRUE
1103022004,1103022,UJUNG TANOH,TRUE
1103022005,1103022,BEUTONG,TRUE
1103022006,1103022,UJUNG GUNONG RAYEK,TRUE
1103022007,1103022,UJUNG GUNUNG CUT,TRUE
1103022008,1103022,RAMBONG,TRUE
1103022009,1103022,SEUNEUBOK KEURANJI,TRUE
1103022010,1103022,BUKIT GADING,TRUE
1103030001,1103030,PASI LEMBANG,TRUE
1103030002,1103030,UJUNG PADANG,TRUE
1103030003,1103030,INDRA DAMAI,TRUE
1103030004,1103030,SUAQ BAKONG,TRUE
1103030005,1103030,BARAT DAYA,TRUE
1103030006,1103030,SIALANG,TRUE
1103030007,1103030,KAPEH,TRUE
1103030008,1103030,PULO IE,TRUE
1103030009,1103030,JUA,TRUE
1103030010,1103030,PASI MERAPAT,TRUE
1103030011,1103030,UJUNG,TRUE
1103030012,1103030,LUAR,TRUE
1103030013,1103030,KEDAI KANDANG,TRUE
1103030014,1103030,RANTAU BINUANG,TRUE
1103030015,1103030,UJUNG PASIR,TRUE
1103030016,1103030,GELUMBUK,TRUE
1103030017,1103030,KEDAI RUNDING,TRUE
1103031001,1103031,SAPIK,TRUE
1103031002,1103031,DURIAN KAWAN,TRUE
1103031003,1103031,ALAI,TRUE
1103031004,1103031,PAYA DAPUR,TRUE
1103031005,1103031,PUCUK LEMBANG,TRUE
1103031006,1103031,LAWE BULUH DIDI,TRUE
1103031007,1103031,LAWE SAWAH,TRUE
1103031008,1103031,PAYA LABA,TRUE
1103031009,1103031,LAWE CIMANOK,TRUE
1103040001,1103040,KEDAI PADANG,TRUE
1103040002,1103040,PASI KUALA BAU,TRUE
1103040003,1103040,SUAQ GERINGGENG,TRUE
1103040004,1103040,SIMPANG LHEE,TRUE
1103040005,1103040,SIMPANG EMPAT,TRUE
1103040006,1103040,JAMBO MANYANG,TRUE
1103040007,1103040,LIMAU PURUT,TRUE
1103040008,1103040,PULO KAMBING,TRUE
1103040009,1103040,KAMPUNG PAYA,TRUE
1103040010,1103040,KRUENG BATU,TRUE
1103040011,1103040,GUNONG PULO,TRUE
1103040012,1103040,PULO IE I,TRUE
1103040013,1103040,KRUENG BATEE,TRUE
1103040014,1103040,PASI KUALA ASAHAN,TRUE
1103040015,1103040,FAJAR HARAPAN,TRUE
1103040036,1103040,KRUENG KLUET,TRUE
1103040039,1103040,ALUR MAS,TRUE
1103040050,1103040,KAMPUNG TINGGI,TRUE
1103040051,1103040,KAMPUNG RUAK,TRUE
1103040052,1103040,KOTA FAJAR,TRUE
1103040053,1103040,GUNUNG PUDUNG,TRUE
1103041001,1103041,UJUNG PADANG ASAHAN,TRUE
1103041002,1103041,PULO IE II,TRUE
1103041003,1103041,IE MIRAH,TRUE
1103041004,1103041,UJUNG PADANG RASIAN,TRUE
1103041005,1103041,PASI RASIAN,TRUE
1103041006,1103041,TEUPIN GAJAH,TRUE
1103041007,1103041,KAMPUNG BARO,TRUE
1103041008,1103041,KRUENG KELEE,TRUE
1103041009,1103041,LHOK SIALANG RAYEUK,TRUE
1103041010,1103041,LHOK SIALANG CUT,TRUE
1103041011,1103041,PAYATEUK,TRUE
1103041012,1103041,SILOLO,TRUE
1103041013,1103041,KAMPUNG BARU,TRUE
1103041014,1103041,SI NEUBOK,TRUE
1103041015,1103041,LADANG TUHA,TRUE
1103041016,1103041,PANTON BILI,TRUE
1103041017,1103041,LADANG TEUNGOH,TRUE
1103041018,1103041,PUCUK KRUENG,TRUE
1103041019,1103041,MATA IE,TRUE
1103041020,1103041,UJUNG BATU,TRUE
1103041021,1103041,PANTE RAJA,TRUE
1103042001,1103042,JAMBO PAPAN,TRUE
1103042002,1103042,KOTO INDARUNG,TRUE
1103042003,1103042,SIURAI URAI,TRUE
1103042004,1103042,MALAKA,TRUE
1103042005,1103042,LAWE MELANG,TRUE
1103042006,1103042,KOTO,TRUE
1103042007,1103042,KAMPUNG SAWAH,TRUE
1103042008,1103042,KAMPUNG PADANG,TRUE
1103042009,1103042,PULO AIR,TRUE
1103042010,1103042,MERSAK,TRUE
1103042011,1103042,SIMPANG DUA,TRUE
1103042012,1103042,SIMPANG TIGA,TRUE
1103042013,1103042,ALUR KEJRUN,TRUE
1103050001,1103050,GUNUNG KERAMBIL,TRUE
1103050002,1103050,AIR BERUDANG,TRUE
1103050003,1103050,LHOK KETAPANG,TRUE
1103050004,1103050,HILIR,TRUE
1103050005,1103050,PASAR,TRUE
1103050006,1103050,PADANG,TRUE
1103050007,1103050,TEPI AIR,TRUE
1103050008,1103050,HULU,TRUE
1103050009,1103050,JAMBO APHA,TRUE
1103050010,1103050,LHOK BENGKUANG,TRUE
1103050011,1103050,BATU ITAM,TRUE
1103050012,1103050,PANJUPIAN,TRUE
1103050013,1103050,LHOK RUKAM,TRUE
1103050014,1103050,AIR PINANG,TRUE
1103050015,1103050,PANTON LUAS,TRUE
1103050016,1103050,LHOK BENGKUANG TIMUR,TRUE
1103060001,1103060,UJUNG TANAH,TRUE
1103060002,1103060,PAYONAN GADANG,TRUE
1103060003,1103060,LUBUK LAYU,TRUE
1103060004,1103060,SUAQ HULU,TRUE
1103060005,1103060,LUAR,TRUE
1103060006,1103060,UJUNG KAMPUNG,TRUE
1103060007,1103060,TAMPANG,TRUE
1103060008,1103060,JILATANG,TRUE
1103060009,1103060,AIR SIALANG HULU,TRUE
1103060010,1103060,AIR SIALANG TENGAH,TRUE
1103060011,1103060,AIR SIALANG HILIR,TRUE
1103060012,1103060,SUBARANG,TRUE
1103060013,1103060,GUNUNG KETEK,TRUE
1103060014,1103060,KOTA BARU,TRUE
1103060015,1103060,MADAT,TRUE
1103060016,1103060,DALAM,TRUE
1103060017,1103060,TENGAH,TRUE
1103060018,1103060,BALAI,TRUE
1103060019,1103060,BARU,TRUE
1103060020,1103060,GADANG,TRUE
1103060021,1103060,LADANG KASIK PUTIH,TRUE
1103060022,1103060,LADANG PANTON LUAS,TRUE
1103060023,1103060,ALUR SIMERAH,TRUE
1103060024,1103060,ALUR PINANG,TRUE
1103060025,1103060,GUNUNG CUT,TRUE
1103060026,1103060,KUTA BLANG,TRUE
1103060027,1103060,BATEE TUNGGAI,TRUE
1103060028,1103060,ARAFAH,TRUE
1103070001,1103070,SAWANG BAU,TRUE
1103070002,1103070,UJUNG PADANG,TRUE
1103070003,1103070,KUTA BARO,TRUE
1103070004,1103070,SIMPANG III,TRUE
1103070005,1103070,BLANG GELINGGANG,TRUE
1103070006,1103070,MEULIGO,TRUE
1103070007,1103070,SAWANG I,TRUE
1103070008,1103070,SAWANG II,TRUE
1103070009,1103070,UJUNG KARANG,TRUE
1103070010,1103070,LHOK PAWOH,TRUE
1103070011,1103070,PANTON LUAS,TRUE
1103070012,1103070,TRIENG MEUDURO TUNONG,TRUE
1103070013,1103070,TRIENG MEUDURO BAROH,TRUE
1103070014,1103070,SIKULAT,TRUE
1103070015,1103070,MUTIARA,TRUE
1103080001,1103080,ALUE MEUTUAH,TRUE
1103080002,1103080,LHOK AMAN,TRUE
1103080003,1103080,LADANG BARO,TRUE
1103080004,1103080,LABUHAN TAROK,TRUE
1103080005,1103080,TANJUNG HARAPAN,TRUE
1103080006,1103080,KUTA BARO,TRUE
1103080007,1103080,KEUDE MEUKEK,TRUE
1103080008,1103080,ARON TUNGGAI,TRUE
1103080009,1103080,BLANG BLADEH,TRUE
1103080010,1103080,BLANG TEUNGOH,TRUE
1103080011,1103080,IE BUBOH,TRUE
1103080012,1103080,KUTA BULOH II,TRUE
1103080013,1103080,KUTA BULOH I,TRUE
1103080014,1103080,IE DINGEN,TRUE
1103080015,1103080,DRIEN JALO,TRUE
1103080016,1103080,JAMBO PAPEUN,TRUE
1103080017,1103080,BUKET MEUH,TRUE
1103080018,1103080,ALUE BARO,TRUE
1103080019,1103080,ROT TEUNGOH,TRUE
1103080020,1103080,BLANG KUALA,TRUE
1103080021,1103080,LADANG TUHA,TRUE
1103080022,1103080,LHOK MAMPLAM,TRUE
1103080023,1103080,LABUHAN TAROK II,TRUE
1103090010,1103090,PADANG BARU,TRUE
1103090011,1103090,LEMBAH BARU,TRUE
1103090012,1103090,TENGAH BARU,TRUE
1103090013,1103090,PAWOH,TRUE
1103090014,1103090,APHA,TRUE
1103090015,1103090,PASAR LAMA,TRUE
1103090016,1103090,PADANG BAKAU,TRUE
1103090028,1103090,BAKAU HULU,TRUE
1103090029,1103090,MANGGIS HARAPAN,TRUE
1103090030,1103090,UJUNG BATU,TRUE
1103090031,1103090,DALAM,TRUE
1103090032,1103090,KOTA PALAK,TRUE
1103090033,1103090,CACANG,TRUE
1103090034,1103090,TENGAH PISANG,TRUE
1103090035,1103090,PISANG,TRUE
1103090036,1103090,HULU PISANG,TRUE
1103091001,1103091,KEUMUMU HILIR,TRUE
1103091002,1103091,PAYA PEULUMAT,TRUE
1103091003,1103091,TENGAH PEULUMAT,TRUE
1103091004,1103091,PADANG PEULUMAT,TRUE
1103091005,1103091,LIMAU SARING,TRUE
1103091006,1103091,AUR PEULUMAT,TRUE
1103091007,1103091,KEUMUMU HULU,TRUE
1103091008,1103091,BEUTONG,TRUE
1103091009,1103091,PEUNALOP,TRUE
1103091010,1103091,GUNUNG ROTAN,TRUE
1103091011,1103091,KEUMUMU SEBERANG,TRUE
1103091012,1103091,SAWANG INDAH,TRUE
1103092001,1103092,PULO IE,TRUE
1103092002,1103092,SUAK LOKAN,TRUE
1103092003,1103092,IKU LHUNG,TRUE
1103092004,1103092,PANTE GEULIMA,TRUE
1103092005,1103092,BLANG BARU,TRUE
1103092006,1103092,BLANG POROH,TRUE
1103092007,1103092,KUTA IBOH,TRUE
1103092008,1103092,TUTONG,TRUE
1103092009,1103092,UJUNG PADANG,TRUE
1103092010,1103092,TENGAH IBOH,TRUE
1103092011,1103092,PEULOKAN,TRUE
1103092012,1103092,KUTA TRIENG,TRUE
1103092013,1103092,PANTON PAWOH,TRUE
1103092014,1103092,BATEE MEUCANANG,TRUE
1103092015,1103092,PANTON RUBEK,TRUE
1104010021,1104010,MUARA BARU,TRUE
1104010022,1104010,PASIR BANGUN,TRUE
1104010023,1104010,NGKERAN,TRUE
1104010024,1104010,LAWE KONGKIR,TRUE
1104010025,1104010,KUBU,TRUE
1104010026,1104010,KUTA CINGKAM II,TRUE
1104010027,1104010,KUTA CINGKAM I,TRUE
1104010028,1104010,LAWE SEMPILANG,TRUE
1104010029,1104010,KUTA BATU II,TRUE
1104010030,1104010,KUTA BATU I,TRUE
1104010031,1104010,PRAPAT BATU NUNGGUL,TRUE
1104010032,1104010,PULO SEPANG,TRUE
1104010034,1104010,PAYA MUNJE,TRUE
1104010035,1104010,DARUL AMIN,TRUE
1104010036,1104010,LAWE LUBANG INDAH,TRUE
1104010037,1104010,BATU HAMPARAN,TRUE
1104010038,1104010,RIH MBELANG,TRUE
1104010039,1104010,KUTE BATU BARU,TRUE
1104010040,1104010,RUMAH KAMPUNG,TRUE
1104010041,1104010,PASEKH PEKHMATE,TRUE
1104010042,1104010,PASIR NUNGGUL,TRUE
1104010043,1104010,LAWE KONGKIR HILIR,TRUE
1104010044,1104010,PULO NDADAP,TRUE
1104010045,1104010,PINTU KHIMBE,TRUE
1104010046,1104010,PULO GADUNG,TRUE
1104010047,1104010,CINGKAM MERANGGUN,TRUE
1104010048,1104010,PASIR NUNANG,TRUE
1104010049,1104010,DELENG KUKUSEN,TRUE
1104011001,1104011,PENGUHAPAN,TRUE
1104011002,1104011,SALIM PIPIT,TRUE
1104011003,1104011,LAWE SUMUR,TRUE
1104011004,1104011,UNING SIGUGUR,TRUE
1104011005,1104011,KUTA LANG LANG,TRUE
1104011006,1104011,LUMBAN SITIO TIO,TRUE
1104011007,1104011,MERANTI,TRUE
1104011008,1104011,PERDAMEAN,TRUE
1104011009,1104011,MUTIARA DAMAI,TRUE
1104011010,1104011,LUMBAN TUA,TRUE
1104011011,1104011,DOLOK NAULI,TRUE
1104011012,1104011,TUHI JONGKAT,TRUE
1104011013,1104011,TITI MAS,TRUE
1104011017,1104011,LAWE MALUN,TRUE
1104011018,1104011,ALUR BANING,TRUE
1104011019,1104011,SIGAI INDAH,TRUE
1104011020,1104011,SUMUR ALAS,TRUE
1104011021,1104011,TUAH MESADE,TRUE
1104011022,1104011,LINGGA ALAS,TRUE
1104011023,1104011,RAMBUNG TUBUNG,TRUE
1104011024,1104011,SPERINDING,TRUE
1104011025,1104011,TANAH SUBUR,TRUE
1104011026,1104011,PINGGAN MBLANG,TRUE
1104011027,1104011,UKIR DELENG,TRUE
1104011028,1104011,ALAS MESIKHAT,TRUE
1104011029,1104011,TITI HARAPAN,TRUE
1104011030,1104011,ALUR BARU,TRUE
1104012001,1104012,ALUR LANGSAT,TRUE
1104012002,1104012,LAWE TUNGKAL,TRUE
1104012003,1104012,RUMAH LUAR,TRUE
1104012005,1104012,RAMBAH SAYANG,TRUE
1104012006,1104012,JAMBUR DAMAR,TRUE
1104012007,1104012,TENEMBAK ALAS,TRUE
1104012008,1104012,SALIM PINIM,TRUE
1104012009,1104012,RUTUNG MBELANG,TRUE
1104012010,1104012,SETAMBUL JAYA,TRUE
1104012011,1104012,ALUR NANGKA,TRUE
1104012012,1104012,TIMANG RASA,TRUE
1104012013,1104012,JAMBUR PERMATA,TRUE
1104012014,1104012,KUTE MEJILE,TRUE
1104012015,1104012,SALIM PINIM II,TRUE
1104020011,1104020,LAWE LONING GAB,TRUE
1104020012,1104020,LAWE LONING AMAN,TRUE
1104020013,1104020,GABUNGAN PARSAORAN,TRUE
1104020014,1104020,KEDATARAN GAB,TRUE
1104020016,1104020,KUTA TENGAH,TRUE
1104020017,1104020,TANAH BARU,TRUE
1104020018,1104020,LAWE SIGALA TIMUR,TRUE
